acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam,CLASSIFICATION,CONFIDENCE,REASONING,CATEGORY_NUMBER,CORRECT_CLASSIFICATION
SRR20364817,PULSENET,SAMN29880337,Salmonella enterica,PRJNA230403,USA,North America,USA,282724778,164975976,2022-07-21T22:46:00.000Z,2022-06,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,CA,human,PNUSAS285055,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, both of which focus on clinical surveillance of human infections. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR30331678,EDLB-CDC,SAMN43290160,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,missing,384714527,146987426,2024-08-21T14:08:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,FL,,Homo sapiens,,missing,missing,,PulseNet,FL,human,PNUSAS465453,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from human stool, with the host listed as Homo sapiens and the source type as human. This indicates a clinical specimen, likely from a patient, consistent with category 1.",1,Clinical
SRR8443660,EDLB-CDC,SAMN10748447,Salmonella enterica,PRJNA230403,USA,North America,USA,458887780,269765228,2019-01-15T11:02:00.000Z,2018-12,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,HI,human,PNUSAS064984,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with the CDC and PulseNet, which typically focus on clinical surveillance of human infections. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR29915600,PULSENET,SAMN42738472,Salmonella enterica,PRJNA230403,USA,North America,USA,265359574,98593323,2024-07-22T13:50:00.000Z,missing,,,,,,,,,,,missing,urine,,,,,CO,,Homo sapiens,,missing,missing,,PulseNet,CO,human,PNUSAS453828,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from urine, the host is Homo sapiens (human), and the source type is explicitly listed as 'human'. These details indicate a clinical specimen from a patient, fitting the Clinical category.",1,Clinical
SRR30572414,PULSENET,SAMN43522969,Salmonella enterica,PRJNA230403,USA,North America,USA,310485825,182551644,2024-09-06T11:51:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,MS,,Homo sapiens,,missing,missing,,PulseNet,MS,human,PNUSAS471527,,missing,Rubislaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is 'stool', the host is 'Homo sapiens', and the source type is 'human', all indicating that the sample was collected from a human patient, which fits the Clinical category.",1,Clinical
SRR34053552,PULSENET,SAMN49477572,Salmonella enterica,PRJNA230403,USA,North America,USA,513001829,312646292,2025-06-18T20:35:00.000Z,2025-01,,,,,,,,,,,,missing,,,,,CDC,,Not Provided,,PNUSAS517541,,,missing,CDC,human,PNUSAS517541,,Not Provided,Johannesburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample's source is listed as 'human', and it was collected by the CDC under the PulseNet program, which focuses on clinical surveillance of foodborne pathogens in human cases. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR31445386,PULSENET,SAMN44976941,Salmonella enterica,PRJNA230403,USA,North America,USA,198714596,119912784,2024-11-22T11:48:00.000Z,2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,missing,human,PNUSAS488553,,missing,Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on surveillance of foodborne pathogens in clinical human cases. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR17064937,PULSENET,SAMN23491054,Salmonella enterica,PRJNA230403,USA,North America,USA,164981090,69552540,2021-11-29T11:19:00.000Z,2021-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,FL,human,PNUSAS247041,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, which focus on surveillance of clinical cases of foodborne illness in humans. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR13287240,EDLB-CDC,SAMN17140079,Salmonella enterica,PRJNA230403,USA,North America,USA,695390480,397372527,2020-12-22T18:00:00.000Z,2017-08,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,TX,human,2017AM-1978,,missing,Javiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on tracking foodborne pathogens in clinical human cases. There is no indication of environmental, animal, or food origin; the context is clearly clinical.",1,Clinical
SRR22084691,PULSENET,SAMN31509583,Salmonella enterica,PRJNA230403,USA,North America,USA,516414468,223661026,2022-10-28T17:01:00.000Z,2022-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,NY,human,PNUSAS313043,,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on tracking foodborne illnesses in humans. There is no indication of environmental, animal, or food origin, and the context is consistent with clinical surveillance.",1,Clinical
SRR21204837,PULSENET,SAMN30501320,Salmonella enterica,PRJNA230403,USA,North America,USA,304901537,193982599,2022-08-25T22:10:00.000Z,2022-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,AZ,human,PNUSAS293809,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, both of which focus on clinical surveillance of human infections. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR27918994,PULSENET,SAMN39890275,Salmonella enterica,PRJNA230403,USA,North America,USA,634208783,373081533,2024-02-08T16:04:00.000Z,missing,,,,,,,,,,,missing,urine,,,,,IN,,Homo sapiens,,missing,missing,,PulseNet,IN,human,PNUSAS419640,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from urine, the host is Homo sapiens, and the source type is listed as human. These details indicate the sample is from a clinical specimen collected from a human patient.",1,Clinical
SRR13010364,PULSENET,SAMN16709285,Salmonella enterica,PRJNA230403,USA,North America,USA,270490857,160409463,2020-11-09T10:36:00.000Z,2020-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NM,human,PNUSAS179641,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, which typically handle clinical surveillance of human cases. There is no indication of a non-clinical source.",1,Clinical
SRR32699454,PULSENET,SAMN47384286,Salmonella enterica,PRJNA230403,USA,North America,USA,327120256,212254456,2025-03-14T11:44:00.000Z,2025,,,,,,,,,,,,missing,,,,,CDC,,missing,,PNUSAS504214,,,missing,CDC,human,PNUSAS504214,,missing,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is explicitly listed as 'human', and the sample was collected by the CDC under the PulseNet program, which focuses on clinical surveillance of foodborne pathogens in human cases. There is no indication of a non-clinical or environmental context.",1,Clinical
SRR10202653,PULSENET,SAMN12872990,Salmonella enterica,PRJNA230403,USA,North America,USA,364344818,207273965,2019-09-30T10:31:00.000Z,2019-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,FL,human,PNUSAS097093,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on tracking foodborne illnesses in clinical human cases. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR21086008,PULSENET,SAMN30347208,Salmonella enterica,PRJNA230403,USA,North America,USA,526529576,300851541,2022-08-16T13:00:00.000Z,2022-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,MD,human,PNUSAS291889,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on tracking foodborne illnesses in clinical (human) cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR16975853,PULSENET,SAMN23283909,Salmonella enterica,PRJNA230403,USA,North America,USA,427392333,246559669,2021-11-18T15:27:00.000Z,2021-10,,,,,,,,,,,Missing,Missing,,,,,CDC,,Missing,,missing,Missing,,PulseNet,MO,human,PNUSAS240876,,Missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, which focus on clinical surveillance of human infections. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR7906277,EDLB-CDC,SAMN10134247,Salmonella enterica,PRJNA230403,USA,North America,USA,364788162,177626615,2018-09-26T16:32:00.000Z,2018-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NYC,human,PNUSAS054428,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with CDC and PulseNet, which focus on clinical/public health surveillance. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR29141082,PULSENET,SAMN41506236,Salmonella enterica,PRJNA230403,USA,North America,USA,401934678,126034643,2024-05-23T09:07:00.000Z,missing,,,,,,,,,,,missing,blood,,,,,TX,,Homo sapiens,,missing,missing,,PulseNet,TX,human,PNUSAS439290,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from blood, the host is Homo sapiens (human), and the source type is listed as human. These details indicate the sample is from a clinical (patient) context.",1,Clinical
SRR28095469,PULSENET,SAMN40139936,Salmonella enterica,PRJNA230403,USA,North America,USA,267845572,98410055,2024-02-26T14:05:00.000Z,2024,,,,,,,,,,,missing,wound,,,,,OH,,Homo sapiens,,missing,missing,,PulseNet,OH,human,PNUSAS422577,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from a wound of a human (Homo sapiens), with the source type explicitly listed as 'human'. The context is consistent with clinical or patient-derived samples.",1,Clinical
SRR5812122,EDLB-CDC,SAMN07180032,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",PRJNA230403,USA,North America,USA,540489590,339042424,2017-07-07T15:55:00.000Z,2017-05,,,,,,,,,,,,stool,,enterica,,,CDC,,Missing,,,Missing,,PulseNet,MD,human,PNUSAS014448,,Missing,"4,[5],12:i:-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-19,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is 'stool' and the source type is 'human', indicating the sample was collected from a human patient. The involvement of CDC and the PulseNet project further supports a clinical/public health context.",1,Clinical
SRR15881616,PULSENET,SAMN21418801,Salmonella enterica,PRJNA230403,USA,North America,USA,619331265,321579834,2021-09-13T19:38:00.000Z,2021-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NM,human,PNUSAS227900,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on surveillance of human clinical cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR6984316,EDLB-CDC,SAMN08916389,Salmonella enterica,PRJNA230403,USA,North America,USA,374065717,215365514,2018-04-11T14:12:00.000Z,2018-03,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,IN,human,PNUSAS037871,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with the CDC PulseNet project, which focuses on clinical surveillance of foodborne pathogens in human cases. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR34146919,PULSENET,SAMN49569549,Salmonella enterica,PRJNA230403,USA,North America,USA,271942162,144208350,2025-06-24T11:46:00.000Z,2025-01,,,,,,,,,,,,missing,,,,,CDC,,Not Provided,,PNUSAS518275,,,missing,CDC,human,PNUSAS518275,,Not Provided,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is specified as 'human', and the sample was collected by the CDC, indicating it is from a clinical or public health context involving a human patient.",1,Clinical
SRR30428675,PULSENET,SAMN43394741,Salmonella enterica,PRJNA230403,USA,North America,USA:SC,359226797,208520052,2024-08-28T11:14:00.000Z,2024,,,,,,,,,,,missing,Scrotum,,,,,SC,,Homo sapiens,,SALM24-0879,missing,,PulseNet,SC,human,PNUSAS468294,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from a human (Homo sapiens) scrotum, with the source type explicitly listed as 'human.' The context is consistent with a clinical specimen from a patient, and there is no indication of environmental, food, or animal origin.",1,Clinical
SRR16975429,PULSENET,SAMN23282849,Salmonella enterica,PRJNA230403,USA,North America,USA,342670137,192391195,2021-11-18T13:33:00.000Z,2021-11,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,TN,human,PNUSAS245368,,missing,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on surveillance of human clinical cases of foodborne pathogens. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR14750081,PULSENET,SAMN19592693,Salmonella enterica,PRJNA230403,USA,North America,USA,372512485,196111782,2021-06-07T15:10:00.000Z,2021-05,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,TN,human,PNUSAS204900,,missing,Virchow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet, which focuses on surveillance of foodborne pathogens in clinical (human) cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR13207820,PULSENET,SAMN17015542,Salmonella enterica,PRJNA230403,USA,North America,USA,231811033,111865974,2020-12-07T12:05:00.000Z,2020-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,GA,human,PNUSAS183590,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and it is associated with PulseNet and the CDC, both of which focus on clinical surveillance of human infections. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR7881921,EDLB-CDC,SAMN10095868,Salmonella enterica,PRJNA230403,USA,North America,USA,328375054,171517931,2018-09-20T10:32:00.000Z,2018-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,FL,human,PNUSAS055163,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with the CDC and the PulseNet project, which focuses on clinical surveillance of foodborne pathogens in human cases. There is no indication of a non-clinical or environmental context.",1,Clinical
SRR30676579,PULSENET,SAMN43785584,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,Not Provided,266815455,107576258,2024-09-16T15:12:00.000Z,01/01/2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,,,human,PNUSAS473799,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The source type is explicitly listed as 'human', indicating the sample was isolated from a human patient or clinical context, which fits the definition of the Clinical category.",1,Clinical
SRR33236268,PULSENET,SAMN48083366,Salmonella enterica,PRJNA230403,USA,North America,USA,196926797,117103400,2025-04-21T14:16:00.000Z,2025,,,,,,,,,,,,missing,,,,,SC,,missing,,SALM25-0209,,,missing,South Carolina Department of Public Health,human,PNUSAS508387,,missing,muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample was sequenced by a public health department, indicating it was obtained from a clinical or patient context.",1,Clinical
SRR14503797,PULSENET,SAMN19110729,Salmonella enterica,PRJNA230403,USA,North America,USA,431765691,234629649,2021-05-12T13:32:00.000Z,2021-04,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,CA,human,PNUSAS201277,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is specified as 'human', and the sample is part of the PulseNet project, which focuses on tracking foodborne illnesses in clinical (human) cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR8991885,PULSENET,SAMN11537025,Salmonella enterica,PRJNA230403,USA,North America,USA,682074905,424812729,2019-04-30T13:16:00.000Z,2019-04,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,TN,human,PNUSAS074164,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on tracking foodborne illness outbreaks in humans. There is no indication of environmental, animal, or food origin, making it a clinical (human patient) sample.",1,Clinical
SRR19236915,PULSENET,SAMN28456124,Salmonella enterica,PRJNA230403,USA,North America,USA,483506157,344472792,2022-05-16T18:36:00.000Z,2022-05,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,AZ,human,PNUSAS271467,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The source is listed as 'human', and the sample was collected by the CDC as part of the PulseNet project, which focuses on tracking foodborne illnesses in clinical (human) cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR12300409,PULSENET,SAMN15614936,Salmonella enterica,PRJNA230403,USA,North America,USA,327181164,199343833,2020-07-22T21:00:00.000Z,2020-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,MN,human,PNUSAS155013,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, both of which focus on public health surveillance of clinical cases. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR9137468,EDLB-CDC,SAMN11875289,Salmonella enterica,PRJNA230403,USA,North America,USA,481726568,302036553,2019-05-28T16:24:00.000Z,2019-04,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,FL,human,PNUSAS076921,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is specified as 'human', and the sample is associated with CDC and PulseNet, which focus on clinical surveillance of human infections. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
