acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam
SRR28382847,PULSENET,SAMN40534615,Salmonella enterica,PRJNA230403,USA,North America,USA,228663285,133855421,2024-03-18T22:30:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,HI,,Homo sapiens,,missing,missing,,PulseNet,HI,human,PNUSAS426666,,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31221378,PULSENET,SAMN44572996,Salmonella enterica,PRJNA230403,USA,North America,USA,565884025,356319991,2024-11-04T16:37:00.000Z,2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,PNUSAS485148,missing,,CDC,CDC,human,PNUSAS485148,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR30404848,PULSENET,SAMN43370182,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,missing,169162260,77059823,2024-08-26T23:00:00.000Z,missing,,,,,,,,,,,missing,stool,,,,,AZ,,Homo sapiens,,missing,missing,,PulseNet,AZ,human,PNUSAS467551,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14702892,PULSENET,SAMN19489371,Salmonella enterica,PRJNA230403,USA,North America,USA,314270819,206670558,2021-06-01T15:08:00.000Z,2021-05,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,NJ,human,PNUSAS203978,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10445047,PULSENET,SAMN13287236,Salmonella enterica,PRJNA230403,USA,North America,USA,377364140,238673050,2019-11-14T19:06:00.000Z,2019-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,CA,human,PNUSAS116380,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31233476,PULSENET,SAMN44593132,Salmonella enterica,PRJNA230403,USA,North America,USA,597135278,221870884,2024-11-05T14:00:00.000Z,2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,missing,human,PNUSAS485412,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9974548,PULSENET,SAMN12585546,Salmonella enterica,PRJNA230403,USA,North America,USA,245940409,138928229,2019-08-15T17:27:00.000Z,2019-04,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,WA,human,PNUSAS075052,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31245083,PULSENET,SAMN44603179,Salmonella enterica,PRJNA230403,USA,North America,USA,262481019,161780814,2024-11-06T10:49:00.000Z,2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,missing,human,PNUSAS482238,,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15162140,PULSENET,SAMN20248512,Salmonella enterica,PRJNA230403,USA,North America,USA,394047236,227058778,2021-07-15T15:21:00.000Z,2021-06,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,KY,human,PNUSAS212560,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14718671,PULSENET,SAMN19546763,Salmonella enterica,PRJNA230403,USA,North America,USA,708125737,411456870,2021-06-03T18:03:00.000Z,2021-05,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,GA,human,PNUSAS204504,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR29842547,PULSENET,SAMN42518199,Salmonella enterica,PRJNA230403,USA,North America,USA,373781974,207842984,2024-07-16T11:46:00.000Z,missing,,,,,,,,,,,Missing,stool,,,,,AR,,Homo sapiens,,missing,Missing,,PulseNet,MO,human,PNUSAS452089,,Missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR33972651,PULSENET,SAMN49077262,Salmonella enterica,PRJNA230403,USA,North America,USA,301171195,186336323,2025-06-13T14:22:00.000Z,2025-01,,,,,,,,,,,,missing,,,,,CDC,,Not Provided,,PNUSAS516383,,,missing,CDC,human,PNUSAS516383,,Not Provided,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23508450,PULSENET,SAMN33338591,Salmonella enterica,PRJNA230403,USA,North America,USA,349131161,222240193,2023-02-17T11:41:00.000Z,2023-02,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,NC,human,PNUSAS333310,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR22159820,PULSENET,SAMN31577255,Salmonella enterica,PRJNA230403,USA,North America,USA,293647793,163292037,2022-11-02T18:35:00.000Z,2022-10,,,,,,,,,,,Missing,Missing,,,,,CDC,,Missing,,missing,Missing,,PulseNet,MO,human,PNUSAS312729,,Missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19264919,PULSENET,SAMN28488838,Salmonella enterica,PRJNA230403,USA,North America,USA,728118202,428278866,2022-05-18T11:29:00.000Z,2022-04,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,ME,human,PNUSAS271780,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR32062784,PULSENET,SAMN46346080,Salmonella enterica,PRJNA230403,USA,North America,USA,436355797,244955027,2025-01-21T11:31:00.000Z,2025,,,,,,,,,,,,missing,,,,,CDC,,missing,,PNUSAS497265,,,missing,CDC,human,PNUSAS497265,,missing,Chailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13523807,PULSENET,SAMN17570176,Salmonella enterica,PRJNA230403,USA,North America,USA,545209507,275803583,2021-01-25T17:50:00.000Z,2021-01,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,MD,human,PNUSAS190244,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10366928,PULSENET,SAMN13160109,Salmonella enterica,PRJNA230403,USA,North America,USA,482181747,281576055,2019-10-30T14:31:00.000Z,2019-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,CT,human,PNUSAS112851,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25943052,PULSENET,SAMN37316566,Salmonella enterica,PRJNA230403,USA,North America,USA,583966318,304480134,2023-09-07T15:19:00.000Z,missing,,,,,,,,,,,missing,stool,,,,,IL,,Homo sapiens,,,missing,,PulseNet,IL,human,PNUSAS380042,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7958950,EDLB-CDC,SAMN10171102,Salmonella enterica,PRJNA230403,USA,North America,USA,229680442,120581193,2018-10-03T10:39:00.000Z,2018-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,CAOC,human,PNUSAS052774,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16581293,PULSENET,SAMN22583693,Salmonella enterica,PRJNA230403,USA,North America,USA,265798367,152889126,2021-10-26T19:57:00.000Z,2021-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,AZ,human,PNUSAS239358,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7906061,EDLB-CDC,SAMN10133878,Salmonella enterica,PRJNA230403,USA,North America,USA,648428029,386890864,2018-09-26T15:49:00.000Z,2018-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,KY,human,PNUSAS054732,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR20345596,PULSENET,SAMN29873097,Salmonella enterica,PRJNA230403,USA,North America,USA,453641672,261322609,2022-07-21T14:13:00.000Z,2022-07,,,,,,,,,,,Missing,Missing,,,,,CDC,,Missing,,missing,Missing,,PulseNet,MO,human,PNUSAS284800,,Missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5361188,EDLB-CDC,SAMN06564395,Salmonella enterica,PRJNA230403,USA,North America,USA,631593960,392798674,2017-03-20T12:26:00.000Z,Missing,,,,,,,,,,,,Missing,,,,,Missing,,Missing,,,Missing,,,,,PNUSAS009561,,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5724868,EDLB-CDC,SAMN07255103,Salmonella enterica,PRJNA230403,USA,North America,USA,378267627,246317043,2017-06-21T11:39:00.000Z,2017-06,,,,,,,,,,,,Missing,,,,,CDC,,Missing,,,Missing,,PulseNet,MI,human,PNUSAS016106,,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10211385,PULSENET,SAMN12881166,Salmonella enterica,PRJNA230403,USA,North America,USA,312151797,159161344,2019-10-01T14:35:00.000Z,2019-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,MD,human,PNUSAS104289,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7728351,EDLB-CDC,SAMN09872866,Salmonella enterica,PRJNA230403,USA,North America,USA,434348107,273790686,2018-08-21T15:08:00.000Z,2018-06,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,OH,human,PNUSAS047049,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23099820,PULSENET,SAMN32769894,Salmonella enterica,PRJNA230403,USA,North America,USA,526358974,326015639,2023-01-17T14:30:00.000Z,2022-12,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,TN,human,PNUSAS327705,,missing,I 4:b:-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6300160,EDLB-CDC,SAMN07982475,Salmonella enterica subsp. enterica serovar Heidelberg,PRJNA230403,USA,North America,USA,339121197,221949250,2017-11-16T14:42:00.000Z,2017-10,,,,,,,,,,,,urine,,enterica,,,Missing,,Missing,,,Missing,,PulseNet,MN,human,PNUSAS027734,,Missing,Heidelberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-59,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR32013947,PULSENET,SAMN46266540,Salmonella enterica,PRJNA230403,USA,North America,USA,286935634,172420331,2025-01-15T16:09:00.000Z,2024,,,,,,,,,,,,missing,,,,,SC,,missing,,SALM25-0005,,,missing,South Carolina Department of Public Health,human,PNUSAS496878,,missing,Javiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7905487,EDLB-CDC,SAMN10133703,Salmonella enterica,PRJNA230403,USA,North America,USA,461619976,258228804,2018-09-26T15:01:00.000Z,2018-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,AL,human,PNUSAS053824,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16216017,PULSENET,SAMN22074562,Salmonella enterica,PRJNA230403,USA,North America,USA,464008916,267818493,2021-10-06T10:02:00.000Z,2021-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,MA,human,PNUSAS231060,,missing,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR22398744,PULSENET,SAMN31854851,Salmonella enterica,PRJNA230403,USA,North America,USA,555076623,310011855,2022-11-23T16:36:00.000Z,2022-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,DE,human,PNUSAS318704,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7633561,EDLB-CDC,SAMN09755390,Salmonella enterica,PRJNA230403,USA,North America,USA,453156929,264044852,2018-08-01T14:17:00.000Z,2018-06,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,OH,human,PNUSAS045692,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9426078,PULSENET,SAMN12115995,Salmonella enterica,PRJNA230403,USA,North America,USA,810176880,504088061,2019-06-22T21:38:00.000Z,2019-06,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,OR,human,PNUSAS080242,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR20810430,PULSENET,SAMN30129330,Salmonella enterica,PRJNA230403,USA,North America,USA,812175488,421987860,2022-08-03T17:21:00.000Z,2022-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,TX,human,PNUSAS288521,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR29677056,PULSENET,SAMN42231669,Salmonella enterica,PRJNA230403,USA,North America,USA,279275759,134940831,2024-07-02T10:36:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,AR,,Homo sapiens,,missing,missing,,PulseNet,TN,human,PNUSAS448631,,missing,Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6726171,EDLB-CDC,SAMN08536177,Salmonella enterica,PRJNA230403,USA,North America,USA,279131536,156584966,2018-02-14T12:06:00.000Z,2017-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,CA,human,PNUSAS034068,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25426283,PULSENET,SAMN36713921,Salmonella enterica,PRJNA230403,USA,North America,USA,382719016,156390657,2023-07-26T11:28:00.000Z,2023,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,FL,human,PNUSAS366488,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR29008810,PULSENET,SAMN41382734,Salmonella enterica,PRJNA230403,USA,North America,USA,354098735,179615295,2024-05-13T15:35:00.000Z,2023,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,missing,missing,human,PNUSAS364757,,missing,Sandiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13253701,PULSENET,SAMN17079313,Salmonella enterica,PRJNA230403,USA,North America,USA,435904892,273551166,2020-12-18T19:41:00.000Z,2020-11,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,OH,human,PNUSAS184742,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15258749,PULSENET,SAMN20429250,Salmonella enterica,PRJNA230403,USA,North America,USA,307479571,179867441,2021-07-27T12:03:00.000Z,2021-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,NYC,human,PNUSAS215660,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31272341,PULSENET,SAMN44625440,Salmonella enterica,PRJNA230403,USA,North America,USA,354494696,220873303,2024-11-07T15:41:00.000Z,2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,PNUSAS485857,missing,,Missing,CDC,human,PNUSAS485857,,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6881550,EDLB-CDC,SAMN08774987,Salmonella enterica subsp. enterica serovar Newport,PRJNA230403,USA,North America,USA,272450596,118536651,2018-03-22T16:42:00.000Z,2018-01,,,,,,,,,,,missing,stool,,enterica,,,CDC,,missing,,,missing,,PulseNet,TN,human,PNUSAS036609,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13017819,PULSENET,SAMN16722697,Salmonella enterica,PRJNA230403,USA,North America,USA,878040613,517206283,2020-11-10T11:27:00.000Z,2020-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,WY,human,PNUSAS179823,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR26107521,PULSENET,SAMN37453939,Salmonella enterica,PRJNA230403,USA,North America,USA,283916325,159029596,2023-09-19T12:00:00.000Z,2023,,,,,,,,,,,missing,urine,,,,,FL,,Homo sapiens,,missing,missing,,PulseNet,FL,human,PNUSAS383787,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR20364817,PULSENET,SAMN29880337,Salmonella enterica,PRJNA230403,USA,North America,USA,282724778,164975976,2022-07-21T22:46:00.000Z,2022-06,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,CA,human,PNUSAS285055,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR30331678,EDLB-CDC,SAMN43290160,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,missing,384714527,146987426,2024-08-21T14:08:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,FL,,Homo sapiens,,missing,missing,,PulseNet,FL,human,PNUSAS465453,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
